order_id,uuid,frameworkUUID,function,functionID,category,categoryID,category_statement,subcategory,control_statement,default_question,reference,framework_id,subcategoryID
130,6e6b0499375a4fbd9c5a840dd03f14d7,fba1ccacaa744df19b0fb3724c751b74,ID,"","Risk Management Strategy",ID.RM,"The organization understands the cybersecurity risk to organizational operations (including mission, functions, image, or reputation), organizational assets, and individuals.","","Risk management processes are established, managed, and agreed to by organizational stakeholders","Describe in detail how your organization establishes and manages risk management processes to accept or mitigate risks to their information systems and assets.","",faa6919f201c4bd4bfec3bc337f1e381,ID.RM-1
131,0445db4888704836835bed14b748e732,fba1ccacaa744df19b0fb3724c751b74,ID,"","Risk Management Strategy",ID.RM,"The organization understands the cybersecurity risk to organizational operations (including mission, functions, image, or reputation), organizational assets, and individuals.","","Organizational risk tolerance is determined and clearly expressed","Describe in detail how your organization establishes and communicates to key stakeholders the risk tolerance of the organization and uses that risk tolerance to drive risk management processes.","",faa6919f201c4bd4bfec3bc337f1e381,ID.RM-2
132,959323a21ab0461da9537f7fd300ee02,fba1ccacaa744df19b0fb3724c751b74,ID,"","Risk Management Strategy",ID.RM,"The organization understands the cybersecurity risk to organizational operations (including mission, functions, image, or reputation), organizational assets, and individuals.","","The organization’s determination of risk tolerance is informed by its role in critical infrastructure and sector specific risk analysis","Describe in detail how your organization establishes its risk tolerance.","",faa6919f201c4bd4bfec3bc337f1e381,ID.RM-3
133,ada70205e7914fb5b7e92deb34c328fe,fba1ccacaa744df19b0fb3724c751b74,ID,"","Supply Chain Risk Management",ID.SC,"The organization’s priorities, constraints, risk tolerances, and assumptions are established and used to support risk decisions associated with managing supply chain risk. The organization has established and implemented the processes to identify, assess and manage supply chain risks.","","Cyber supply chain risk management processes are identified, established, assessed, managed, and agreed to by organizational stakeholders","Describe in detail how your organization has brought in organizational stakeholders to agree on Supply Chain Risk Management processes.","",faa6919f201c4bd4bfec3bc337f1e381,ID.SC-1
134,01babb7a9ab94da9913d698b765b6195,fba1ccacaa744df19b0fb3724c751b74,ID,"","Supply Chain Risk Management",ID.SC,"The organization’s priorities, constraints, risk tolerances, and assumptions are established and used to support risk decisions associated with managing supply chain risk. The organization has established and implemented the processes to identify, assess and manage supply chain risks.","","Suppliers and third party partners of information systems, components, and services are identified, prioritized, and assessed using a cyber supply chain risk assessment process ","Describe in detail how your organization has identified suppliers and third party vendors, assessed them using cyber supply chain risk assessment process.","",faa6919f201c4bd4bfec3bc337f1e381,ID.SC-2
135,d8c9435a2a8944a1bd7c552fc5c10fea,fba1ccacaa744df19b0fb3724c751b74,ID,"","Supply Chain Risk Management",ID.SC,"The organization’s priorities, constraints, risk tolerances, and assumptions are established and used to support risk decisions associated with managing supply chain risk. The organization has established and implemented the processes to identify, assess and manage supply chain risks.","","Contracts with suppliers and third-party partners are used to implement appropriate measures designed to meet the objectives of an organization’s cybersecurity program and Cyber Supply Chain Risk Management Plan.","Describe in detail the cyber security clauses that have been incorporated in your contracts with suppliers and third party partners. Provide example contracts.","",faa6919f201c4bd4bfec3bc337f1e381,ID.SC-3
136,612c3203ee304e688e7d38cba75211e7,fba1ccacaa744df19b0fb3724c751b74,ID,"","Supply Chain Risk Management",ID.SC,"The organization’s priorities, constraints, risk tolerances, and assumptions are established and used to support risk decisions associated with managing supply chain risk. The organization has established and implemented the processes to identify, assess and manage supply chain risks.","","Suppliers and third-party partners are routinely assessed using audits, test results, or other forms of evaluations to confirm they are meeting their contractual obligations.","Describe in detail how your organization routinely assesses compliance with contractual requirements.","",faa6919f201c4bd4bfec3bc337f1e381,ID.SC-4
137,ec3c7517bdb84c12924772b0c0cfff58,fba1ccacaa744df19b0fb3724c751b74,ID,"","Supply Chain Risk Management",ID.SC,"The organization’s priorities, constraints, risk tolerances, and assumptions are established and used to support risk decisions associated with managing supply chain risk. The organization has established and implemented the processes to identify, assess and manage supply chain risks.","","Response and recovery planning and testing are conducted with suppliers and third-party providers","Describe in detail how your organization incorporates suppliers and third-party providers in your response and recovery planning and testing.","",faa6919f201c4bd4bfec3bc337f1e381,ID.SC-5
138,70246febda5a44ba91e8fae088ac9b67,fba1ccacaa744df19b0fb3724c751b74,PR,"","Identity Management, Authentication and Access Control",PR.AC,"Access to physical and logical assets and associated facilities is limited to authorized users, processes, and devices, and is managed consistent with the assessed risk of unauthorized access to authorized activities and transactions.","","Identities and credentials are issued, managed, verified, revoked, and audited for authorized devices, users and processes","Describe in detail how your organization has robust processes for managing user credentials through their lifecycle and managing the authorization of devices to access their networks and information.","",faa6919f201c4bd4bfec3bc337f1e381,PR.AC-1
139,984568b3787040dab2bafe08c6d9f9b3,fba1ccacaa744df19b0fb3724c751b74,PR,"","Identity Management, Authentication and Access Control",PR.AC,"Access to physical and logical assets and associated facilities is limited to authorized users, processes, and devices, and is managed consistent with the assessed risk of unauthorized access to authorized activities and transactions.","","Physical access to assets is managed and protected","Describe in detail how your organization has robust processes for managing access to their physical environments.","",faa6919f201c4bd4bfec3bc337f1e381,PR.AC-2
140,0bc0147ff512418cb0f9fc600d579dee,fba1ccacaa744df19b0fb3724c751b74,PR,"","Identity Management, Authentication and Access Control",PR.AC,"Access to physical and logical assets and associated facilities is limited to authorized users, processes, and devices, and is managed consistent with the assessed risk of unauthorized access to authorized activities and transactions.","","Remote access is managed","Describe in detail how your organization has robust processes for managing remote access to their network for employees and contractors.","",faa6919f201c4bd4bfec3bc337f1e381,PR.AC-3
141,07d1ae3fa6af42c98c9310256de371f6,fba1ccacaa744df19b0fb3724c751b74,PR,"","Identity Management, Authentication and Access Control",PR.AC,"Access to physical and logical assets and associated facilities is limited to authorized users, processes, and devices, and is managed consistent with the assessed risk of unauthorized access to authorized activities and transactions.","","Access permissions and authorizations are managed, incorporating the principles of least privilege and separation of duties","Describe in detail how your organization has robust processes for managing permissions in their corporate network, applications and other information systems.","",faa6919f201c4bd4bfec3bc337f1e381,PR.AC-4
142,97de5556d72d4791a09eeda2d5d073e5,fba1ccacaa744df19b0fb3724c751b74,PR,"","Identity Management, Authentication and Access Control",PR.AC,"Access to physical and logical assets and associated facilities is limited to authorized users, processes, and devices, and is managed consistent with the assessed risk of unauthorized access to authorized activities and transactions.","","Network integrity is protected (e.g., network segregation, network segmentation)","Describe in detail how your organization has robust processes for managing network traffic throughout their corporate network, to their applications and other information systems. Is your network segmented or segregated? Is the segmentation physical or virtual?","",faa6919f201c4bd4bfec3bc337f1e381,PR.AC-5
143,9637c3679f5243f08e2266f01b33f586,fba1ccacaa744df19b0fb3724c751b74,PR,"","Identity Management, Authentication and Access Control",PR.AC,"Access to physical and logical assets and associated facilities is limited to authorized users, processes, and devices, and is managed consistent with the assessed risk of unauthorized access to authorized activities and transactions.","","Identities are proofed and bound to credentials and asserted in interactions","Describe in detail the mechanisms and processes used by your organization to verify an identity prior to issuing them a credential. ","",faa6919f201c4bd4bfec3bc337f1e381,PR.AC-6
144,4643724778644e039305c24f3e478012,fba1ccacaa744df19b0fb3724c751b74,PR,"","Identity Management, Authentication and Access Control",PR.AC,"Access to physical and logical assets and associated facilities is limited to authorized users, processes, and devices, and is managed consistent with the assessed risk of unauthorized access to authorized activities and transactions.","","Users, devices, and other assets are authenticated (e.g., single-factor, multi-factor) commensurate with the risk of the transaction (e.g., individuals’ security and privacy risks and other organizational risks)","Describe in detail how your organization authenticates users, devices, and other assets commensurate with risks. Is multi-factor authentication utilized? What are the criteria to determining if multi-factor or single-factor are required?","",faa6919f201c4bd4bfec3bc337f1e381,PR.AC-7
145,3f45da358fe24a4f8cad84c20a45de02,fba1ccacaa744df19b0fb3724c751b74,PR,"","Awareness and Training",PR.AT,"The organization’s personnel and partners are provided cybersecurity awareness education and are trained to perform their cybersecurity-related duties and responsibilities consistent with related policies, procedures, and agreements.","","All users are informed and trained ","Describe in detail how your organization provides their users training and education regarding their information security-related duties and and responsibilities.","",faa6919f201c4bd4bfec3bc337f1e381,PR.AT-1
146,5d45264fa1c24ec2a4f4910629ac1b35,fba1ccacaa744df19b0fb3724c751b74,PR,"","Awareness and Training",PR.AT,"The organization’s personnel and partners are provided cybersecurity awareness education and are trained to perform their cybersecurity-related duties and responsibilities consistent with related policies, procedures, and agreements.","","Privileged users understand their roles and responsibilities ","Describe in detail how your organization provides their privileged users training and education regarding their information security-related duties and responsibilities.","",faa6919f201c4bd4bfec3bc337f1e381,PR.AT-2
147,db8b1c44c00042f6a83c664c8ca8ca8c,fba1ccacaa744df19b0fb3724c751b74,PR,"","Awareness and Training",PR.AT,"The organization’s personnel and partners are provided cybersecurity awareness education and are trained to perform their cybersecurity-related duties and responsibilities consistent with related policies, procedures, and agreements.","","Third-party stakeholders (e.g., suppliers, customers, partners) understand their roles and responsibilities ","Describe in detail how your organization provides their third parties training and education regarding their information security-related duties and and responsibilities.","",faa6919f201c4bd4bfec3bc337f1e381,PR.AT-3
148,edcb50e7bbe5439c915e49e6b4cf91a4,fba1ccacaa744df19b0fb3724c751b74,PR,"","Awareness and Training",PR.AT,"The organization’s personnel and partners are provided cybersecurity awareness education and are trained to perform their cybersecurity-related duties and responsibilities consistent with related policies, procedures, and agreements.","","Senior executives understand their roles and responsibilities ","Describe in detail how your organization provides their senior management training and education regarding their information security-related duties and and responsibilities.","",faa6919f201c4bd4bfec3bc337f1e381,PR.AT-4
149,07d1bedc40e44e7ab195a8021c5a9777,fba1ccacaa744df19b0fb3724c751b74,PR,"","Awareness and Training",PR.AT,"The organization’s personnel and partners are provided cybersecurity awareness education and are trained to perform their cybersecurity-related duties and responsibilities consistent with related policies, procedures, and agreements.","","Physical and cybersecurity personnel understand their roles and responsibilities ","Describe in detail how your organization provides their security personnel training and education regarding their information security-related duties and and responsibilities.","",faa6919f201c4bd4bfec3bc337f1e381,PR.AT-5
150,c27d2ef5581c460ead952c31bb54e136,fba1ccacaa744df19b0fb3724c751b74,PR,"","Data Security",PR.DS,"Information and records (data) are managed consistent with the organization’s risk strategy to protect the confidentiality, integrity, and availability of information.","","Data-at-rest is protected","Describe in detail how your organization protects sensitive information as it rests on storage.","",faa6919f201c4bd4bfec3bc337f1e381,PR.DS-1
151,3efa54d976624d0993321266d821b501,fba1ccacaa744df19b0fb3724c751b74,PR,"","Data Security",PR.DS,"Information and records (data) are managed consistent with the organization’s risk strategy to protect the confidentiality, integrity, and availability of information.","","Data-in-transit is protected","Describe in detail how your organization protects sensitive information as it is transmitted across networks.","",faa6919f201c4bd4bfec3bc337f1e381,PR.DS-2
152,e81ca51793e14d5d91685551c0b7e24d,fba1ccacaa744df19b0fb3724c751b74,PR,"","Data Security",PR.DS,"Information and records (data) are managed consistent with the organization’s risk strategy to protect the confidentiality, integrity, and availability of information.","","Assets are formally managed throughout removal, transfers, and disposition","Describe in detail how your organization has robust processes that manage assets through the lifecycle of removal, transfer and disposition.","",faa6919f201c4bd4bfec3bc337f1e381,PR.DS-3
153,fe0d3a1e5c7c47ba9b3f6d9dc480d9b2,fba1ccacaa744df19b0fb3724c751b74,PR,"","Data Security",PR.DS,"Information and records (data) are managed consistent with the organization’s risk strategy to protect the confidentiality, integrity, and availability of information.","","Adequate capacity to ensure availability is maintained","Describe in detail how your organization has robust processes to ensure sensitive information is available for its users.","",faa6919f201c4bd4bfec3bc337f1e381,PR.DS-4
154,df654219a1d841a28481883abca7532d,fba1ccacaa744df19b0fb3724c751b74,PR,"","Data Security",PR.DS,"Information and records (data) are managed consistent with the organization’s risk strategy to protect the confidentiality, integrity, and availability of information.","","Protections against data leaks are implemented","Describe in detail how your organization has implemented protection mechanisms against data leaks.","",faa6919f201c4bd4bfec3bc337f1e381,PR.DS-5
155,a576531e76344102ad67f95ca7a0a263,fba1ccacaa744df19b0fb3724c751b74,PR,"","Data Security",PR.DS,"Information and records (data) are managed consistent with the organization’s risk strategy to protect the confidentiality, integrity, and availability of information.","","Integrity checking mechanisms are used to verify software, firmware, and information integrity","Describe in detail how your organization has robust processes to ensure software, firmware and information maintain their integrity.","",faa6919f201c4bd4bfec3bc337f1e381,PR.DS-6
156,2e35075441594c83b385d3b47c927b45,fba1ccacaa744df19b0fb3724c751b74,PR,"","Data Security",PR.DS,"Information and records (data) are managed consistent with the organization’s risk strategy to protect the confidentiality, integrity, and availability of information.","","The development and testing environment(s) are separate from the production environment","Describe in detail how your organization has implemented separate environments for development, testing and production.","",faa6919f201c4bd4bfec3bc337f1e381,PR.DS-7
157,62eb2e827a254448a2d259f3e413676e,fba1ccacaa744df19b0fb3724c751b74,PR,"","Data Security",PR.DS,"Information and records (data) are managed consistent with the organization’s risk strategy to protect the confidentiality, integrity, and availability of information.","","Integrity checking mechanisms are used to verify hardware integrity","Describe in detail how your organization verifies hardware integrity by using Integrity checking mechanisms.","",faa6919f201c4bd4bfec3bc337f1e381,PR.DS-8
158,e66ec1ec93074719ba082b186fc6dba9,fba1ccacaa744df19b0fb3724c751b74,PR,"","Information Protection Processes and Procedures",PR.IP,"Security policies (that address purpose, scope, roles, responsibilities, management commitment, and coordination among organizational entities), processes, and procedures are maintained and used to manage protection of information systems and assets.","","A baseline configuration of information technology/industrial control systems is created and maintained incorporating security principles (e.g. concept of least functionality)","Describe in detail how your organization creates and maintains baseline configurations for information technology systems.","",faa6919f201c4bd4bfec3bc337f1e381,PR.IP-1
159,3c5f98c013be4f44b7c839cbcc6fc82a,fba1ccacaa744df19b0fb3724c751b74,PR,"","Information Protection Processes and Procedures",PR.IP,"Security policies (that address purpose, scope, roles, responsibilities, management commitment, and coordination among organizational entities), processes, and procedures are maintained and used to manage protection of information systems and assets.","","A System Development Life Cycle to manage systems is implemented","Describe in detail how your organization manages information systems leveraging an industry-recognized System Development Life Cycle.","",faa6919f201c4bd4bfec3bc337f1e381,PR.IP-2
160,3d2029f24aee400590eab47b69aba11b,fba1ccacaa744df19b0fb3724c751b74,PR,"","Information Protection Processes and Procedures",PR.IP,"Security policies (that address purpose, scope, roles, responsibilities, management commitment, and coordination among organizational entities), processes, and procedures are maintained and used to manage protection of information systems and assets.","","Configuration change control processes are in place","Describe in detail how your organization has implemented change control processes to manage information system changes.","",faa6919f201c4bd4bfec3bc337f1e381,PR.IP-3
161,b4992ca656e546c29c76d125b0342418,fba1ccacaa744df19b0fb3724c751b74,PR,"","Information Protection Processes and Procedures",PR.IP,"Security policies (that address purpose, scope, roles, responsibilities, management commitment, and coordination among organizational entities), processes, and procedures are maintained and used to manage protection of information systems and assets.","","Backups of information are conducted, maintained, and tested ","Describe in detail how your organization conducts routine backups, maintains them in accordance with security policies and record retention policies and tests backups on a routine periodic basis.","",faa6919f201c4bd4bfec3bc337f1e381,PR.IP-4
162,803ec3a6028b469383500ed152d570de,fba1ccacaa744df19b0fb3724c751b74,PR,"","Information Protection Processes and Procedures",PR.IP,"Security policies (that address purpose, scope, roles, responsibilities, management commitment, and coordination among organizational entities), processes, and procedures are maintained and used to manage protection of information systems and assets.","","Policy and regulations regarding the physical operating environment for organizational assets are met","Describe in detail how your organization destroys information in accordance with security policies and record retention policies.","",faa6919f201c4bd4bfec3bc337f1e381,PR.IP-5
163,ef881756632a4ec4849a87119c6944e0,fba1ccacaa744df19b0fb3724c751b74,PR,"","Information Protection Processes and Procedures",PR.IP,"Security policies (that address purpose, scope, roles, responsibilities, management commitment, and coordination among organizational entities), processes, and procedures are maintained and used to manage protection of information systems and assets.","","Data is destroyed according to policy","Describe in detail how your organization destroys information in accordance with security policies and record retention policies.","",faa6919f201c4bd4bfec3bc337f1e381,PR.IP-6
164,bf62477efb3644acad5fb9a636a159d9,fba1ccacaa744df19b0fb3724c751b74,PR,"","Information Protection Processes and Procedures",PR.IP,"Security policies (that address purpose, scope, roles, responsibilities, management commitment, and coordination among organizational entities), processes, and procedures are maintained and used to manage protection of information systems and assets.","","Protection processes are improved","Describe in detail how your organization creates, maintains and updates policy regarding security in the physical operating environment.","",faa6919f201c4bd4bfec3bc337f1e381,PR.IP-7
165,ddd3f361683e47e3900e5d5fff75b14e,fba1ccacaa744df19b0fb3724c751b74,PR,"","Information Protection Processes and Procedures",PR.IP,"Security policies (that address purpose, scope, roles, responsibilities, management commitment, and coordination among organizational entities), processes, and procedures are maintained and used to manage protection of information systems and assets.","","Effectiveness of protection technologies is shared ","Describe in detail how your organization communicates how effective protection mechanisms are to upper management and stakeholders.","",faa6919f201c4bd4bfec3bc337f1e381,PR.IP-8
166,3afd72eb3f204d95981d92a9031c08da,fba1ccacaa744df19b0fb3724c751b74,PR,"","Information Protection Processes and Procedures",PR.IP,"Security policies (that address purpose, scope, roles, responsibilities, management commitment, and coordination among organizational entities), processes, and procedures are maintained and used to manage protection of information systems and assets.","","Response plans (Incident Response and Business Continuity) and recovery plans (Incident Recovery and Disaster Recovery) are in place and managed","Describe in detail how your organization has implemented and manages incident response and recovery plans.","",faa6919f201c4bd4bfec3bc337f1e381,PR.IP-9
167,0b4e2c70e72340f3a5ae7642b55f025b,fba1ccacaa744df19b0fb3724c751b74,PR,"","Information Protection Processes and Procedures",PR.IP,"Security policies (that address purpose, scope, roles, responsibilities, management commitment, and coordination among organizational entities), processes, and procedures are maintained and used to manage protection of information systems and assets.","","Response and recovery plans are tested","Describe in detail how your organization conducts incident response testing on a routine basis.","",faa6919f201c4bd4bfec3bc337f1e381,PR.IP-10
168,c4615aea3e594fdc9683a98ab568c16e,fba1ccacaa744df19b0fb3724c751b74,PR,"","Information Protection Processes and Procedures",PR.IP,"Security policies (that address purpose, scope, roles, responsibilities, management commitment, and coordination among organizational entities), processes, and procedures are maintained and used to manage protection of information systems and assets.","","Cybersecurity is included in human resources practices (e.g., deprovisioning, personnel screening)","Describe in detail how your organization incorporates cybersecurity into their human resources practices for personnel screening, on-boarding and deprovisioning.","",faa6919f201c4bd4bfec3bc337f1e381,PR.IP-11
169,10499c6b922c4011bf3c47ae9fff3ad1,fba1ccacaa744df19b0fb3724c751b74,PR,"","Information Protection Processes and Procedures",PR.IP,"Security policies (that address purpose, scope, roles, responsibilities, management commitment, and coordination among organizational entities), processes, and procedures are maintained and used to manage protection of information systems and assets.","","A vulnerability management plan is developed and implemented","Describe in detail how your organization has implemented a vulnerability management plan that identifies and remediates vulnerabilities on a routine basis.","",faa6919f201c4bd4bfec3bc337f1e381,PR.IP-12
170,d019f97bcb1443659a81254aac63a970,fba1ccacaa744df19b0fb3724c751b74,PR,"",Maintenance,PR.MA,"Maintenance and repairs of industrial control and information system components are performed consistent with policies and procedures.","","Maintenance and repair of organizational assets are performed and logged, with approved and controlled tools","Describe in detail how your organization creates and maintains logs of maintenance and has processes to approve and control maintenance tools.","",faa6919f201c4bd4bfec3bc337f1e381,PR.MA-1
171,8cdf39c0270048c786eea73f4318e818,fba1ccacaa744df19b0fb3724c751b74,PR,"",Maintenance,PR.MA,"Maintenance and repairs of industrial control and information system components are performed consistent with policies and procedures.","","Remote maintenance of organizational assets is approved, logged, and performed in a manner that prevents unauthorized access","Describe in detail how your organization creates and maintains logs of remote maintenance and has processes approve remote maintenance.","",faa6919f201c4bd4bfec3bc337f1e381,PR.MA-2
172,46b68159b8294f27b19a95d611ea5a08,fba1ccacaa744df19b0fb3724c751b74,PR,"","Protective Technology",PR.PT,"Technical security solutions are managed to ensure the security and resilience of systems and assets, consistent with related policies, procedures, and agreements.","","Audit/log records are determined, documented, implemented, and reviewed in accordance with policy","Describe in detail how your organization creates audit logs on information systems and reviews them in accordance with security policies.","",faa6919f201c4bd4bfec3bc337f1e381,PR.PT-1
173,ca56377b833e4d858893ec1e5f7d9dec,fba1ccacaa744df19b0fb3724c751b74,PR,"","Protective Technology",PR.PT,"Technical security solutions are managed to ensure the security and resilience of systems and assets, consistent with related policies, procedures, and agreements.","","Removable media is protected and its use restricted according to policy","Describe in detail how your organization restricts use of removable media.","",faa6919f201c4bd4bfec3bc337f1e381,PR.PT-2
174,c6ede8f062db49f9bdfe47c9383fa4fd,fba1ccacaa744df19b0fb3724c751b74,PR,"","Protective Technology",PR.PT,"Technical security solutions are managed to ensure the security and resilience of systems and assets, consistent with related policies, procedures, and agreements.","","The principle of least functionality is incorporated by configuring systems to provide only essential capabilities","Describe in detail how your organization restricts access to information systems and incorporates the security principle of least privilege.","",faa6919f201c4bd4bfec3bc337f1e381,PR.PT-3
175,56849e8faa0141c99caa45914768eff7,fba1ccacaa744df19b0fb3724c751b74,PR,"","Protective Technology",PR.PT,"Technical security solutions are managed to ensure the security and resilience of systems and assets, consistent with related policies, procedures, and agreements.","","Communications and control networks are protected","Describe in detail how your organization leverages mechanisms to protect network communications.","",faa6919f201c4bd4bfec3bc337f1e381,PR.PT-4
176,b79464fbe21949d8bd75b576504434d3,fba1ccacaa744df19b0fb3724c751b74,PR,"","Protective Technology",PR.PT,"Technical security solutions are managed to ensure the security and resilience of systems and assets, consistent with related policies, procedures, and agreements.","","Mechanisms (e.g., failsafe, load balancing, hot swap) are implemented to achieve resilience requirements in normal and adverse situations","Describe in detail how your organization leverages resiliency mechanisms (such as failsafe or high availability).","",faa6919f201c4bd4bfec3bc337f1e381,PR.PT-5
177,74dcf04aca8948969004dd101085f8da,fba1ccacaa744df19b0fb3724c751b74,DE,"","Anomalies and Events",DE.AE,"Anomalous activity is detected and the potential impact of events is understood.","","A baseline of network operations and expected data flows for users and systems is established and managed","Describe in detail how your organization creates and maintains a baseline of network operations and expected data flows for information systems.","",faa6919f201c4bd4bfec3bc337f1e381,DE.AE-1
178,97a2fdc232d54e148638187c68c72c21,fba1ccacaa744df19b0fb3724c751b74,DE,"","Anomalies and Events",DE.AE,"Anomalous activity is detected and the potential impact of events is understood.","","Detected events are analyzed to understand attack targets and methods","Describe in detail how your organization analyzes security events to understand attack targets and methods.","",faa6919f201c4bd4bfec3bc337f1e381,DE.AE-2
179,306d598a2f574377a832e4d26511121b,fba1ccacaa744df19b0fb3724c751b74,DE,"","Anomalies and Events",DE.AE,"Anomalous activity is detected and the potential impact of events is understood.","","Event data are collected and correlated from multiple sources and sensors","Describe in detail how your organization aggregates data sources to better understand the total impact of a security event.","",faa6919f201c4bd4bfec3bc337f1e381,DE.AE-3
180,5228268904e04b6cabc6be6e7ebc212c,fba1ccacaa744df19b0fb3724c751b74,DE,"","Anomalies and Events",DE.AE,"Anomalous activity is detected and the potential impact of events is understood.","","Impact of events is determined","Describe in detail how your organization is able to determine the impact of security events in their network.","",faa6919f201c4bd4bfec3bc337f1e381,DE.AE-4
181,15590cecff104adbbad4b24793c6534f,fba1ccacaa744df19b0fb3724c751b74,DE,"","Anomalies and Events",DE.AE,"Anomalous activity is detected and the potential impact of events is understood.","","Incident alert thresholds are established","Describe in detail how your organization establishes thresholds for alerts.","",faa6919f201c4bd4bfec3bc337f1e381,DE.AE-5
182,423ed96d80264d349fdb99df37e32f3d,fba1ccacaa744df19b0fb3724c751b74,DE,"","Security Continuous Monitoring",DE.CM,"The information system and assets are monitored to identify cybersecurity events and verify the effectiveness of protective measures.","","The network is monitored to detect potential cybersecurity events","Describe in detail how your organization network is monitored to detect potential cybersecurity events.","",faa6919f201c4bd4bfec3bc337f1e381,DE.CM-1
183,3b35edd616c7464586afefaf16da5403,fba1ccacaa744df19b0fb3724c751b74,DE,"","Security Continuous Monitoring",DE.CM,"The information system and assets are monitored to identify cybersecurity events and verify the effectiveness of protective measures.","","The physical environment is monitored to detect potential cybersecurity events","Describe in detail how your organization physical environment is monitored to detect potential cybersecurity events.","",faa6919f201c4bd4bfec3bc337f1e381,DE.CM-2
184,55230f8a01c2491683ad9ed0a93eec39,fba1ccacaa744df19b0fb3724c751b74,DE,"","Security Continuous Monitoring",DE.CM,"The information system and assets are monitored to identify cybersecurity events and verify the effectiveness of protective measures.","","Personnel activity is monitored to detect potential cybersecurity events","Describe in detail how your organization personnel activity is monitored to detect potential cybersecurity events.","",faa6919f201c4bd4bfec3bc337f1e381,DE.CM-3
185,4bdf1afdf876400d9d5c260f96011fec,fba1ccacaa744df19b0fb3724c751b74,DE,"","Security Continuous Monitoring",DE.CM,"The information system and assets are monitored to identify cybersecurity events and verify the effectiveness of protective measures.","","Malicious code is detected","Describe in detail how your organization monitors for malicious code use.","",faa6919f201c4bd4bfec3bc337f1e381,DE.CM-4
186,623ce6cdc24a41fc8f1b1460a0606956,fba1ccacaa744df19b0fb3724c751b74,DE,"","Security Continuous Monitoring",DE.CM,"The information system and assets are monitored to identify cybersecurity events and verify the effectiveness of protective measures.","","Unauthorized mobile code is detected","Describe in detail how your organization implements controls around and monitors mobile code use.","",faa6919f201c4bd4bfec3bc337f1e381,DE.CM-5
187,85f0f533c22e4354950958120e0a5b31,fba1ccacaa744df19b0fb3724c751b74,DE,"","Security Continuous Monitoring",DE.CM,"The information system and assets are monitored to identify cybersecurity events and verify the effectiveness of protective measures.","","External service provider activity is monitored to detect potential cybersecurity events","Describe in detail how your organization monitors external service providers to detect cybersecurity events.","",faa6919f201c4bd4bfec3bc337f1e381,DE.CM-6
188,c8ea777bcb7642ef83d9128b253c3dfd,fba1ccacaa744df19b0fb3724c751b74,DE,"","Security Continuous Monitoring",DE.CM,"The information system and assets are monitored to identify cybersecurity events and verify the effectiveness of protective measures.","","Monitoring for unauthorized personnel, connections, devices, and software is performed","Describe in detail how your organization monitors for unauthorized personnel, connections, devices and software to detect potential cybersecurity events.","",faa6919f201c4bd4bfec3bc337f1e381,DE.CM-7
189,05613142a3a1446aa64a9fd350412447,fba1ccacaa744df19b0fb3724c751b74,DE,"","Security Continuous Monitoring",DE.CM,"The information system and assets are monitored to identify cybersecurity events and verify the effectiveness of protective measures.","","Vulnerability scans are performed","Describe in detail how your organization performs vulnerability scanning in accordance with their vulnerability management program.","",faa6919f201c4bd4bfec3bc337f1e381,DE.CM-8
190,4bb170f82b334ffe95901d449e259251,fba1ccacaa744df19b0fb3724c751b74,DE,"","Detection Processes",DE.DP,"Detection processes and procedures are maintained and tested to ensure awareness of anomalous events.","","Roles and responsibilities for detection are well defined to ensure accountability","Describe in detail how your organization documents and communicates roles and responsibilities for detecting security events to key personnel to ensure accountability.","",faa6919f201c4bd4bfec3bc337f1e381,DE.DP-1
191,0e7a68054ace42aa9075595eb059ae93,fba1ccacaa744df19b0fb3724c751b74,DE,"","Detection Processes",DE.DP,"Detection processes and procedures are maintained and tested to ensure awareness of anomalous events.","","Detection activities comply with all applicable requirements","Describe in detail how your organization performs detection activities in compliance with applicable requirements.","",faa6919f201c4bd4bfec3bc337f1e381,DE.DP-2
192,d305ea8c212e4a719c0e49d0e0c94b9d,fba1ccacaa744df19b0fb3724c751b74,DE,"","Detection Processes",DE.DP,"Detection processes and procedures are maintained and tested to ensure awareness of anomalous events.","","Detection processes are tested","Describe in detail how your organization tests detection processes routinely.","",faa6919f201c4bd4bfec3bc337f1e381,DE.DP-3
193,9b5d9a3b90af4955b7d81681cd1eb47a,fba1ccacaa744df19b0fb3724c751b74,DE,"","Detection Processes",DE.DP,"Detection processes and procedures are maintained and tested to ensure awareness of anomalous events.","","Event detection information is communicated","Describe in detail how your organization communicates security event detection to appropriate parties.","",faa6919f201c4bd4bfec3bc337f1e381,DE.DP-4
194,c95d5b7c000c4682972f7ae0d728fcf2,fba1ccacaa744df19b0fb3724c751b74,DE,"","Detection Processes",DE.DP,"Detection processes and procedures are maintained and tested to ensure awareness of anomalous events.","","Detection processes are continuously improved","Describe in detail how your organization has processes in place to improve detection processes on a continual basis.","",faa6919f201c4bd4bfec3bc337f1e381,DE.DP-5
195,d9d07307f41f4d10ad496b4e9d88a630,fba1ccacaa744df19b0fb3724c751b74,RS,"","Response Planning",RS.RP,"Response processes and procedures are executed and maintained, to ensure response to detected cybersecurity incidents.","","Response plan is executed during or after an incident","Describe in detail how your organization utilizes response plans to direct activities during a security incident.","",faa6919f201c4bd4bfec3bc337f1e381,RS.RP-1
